,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
6822,1475706832500912128,1475642349149515777,1640670900000.0,2021-12-28 05:55:00,+0000,,@Puthutea Maaf klitih itu apa ya?,in,[],[],1047338180410630144,1047338180410630144,mbeuuk,Abang ijO,2,05,https://twitter.com/mbeuuk/status/1475706832500912128,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'Puthutea', 'name': 'Puthut EA', 'id': '153608362'}]",,,,
6823,1475706812619837441,1475706812619837441,1640670896000.0,2021-12-28 05:54:56,+0000,,Pelaku klitih langsung bakar aja,in,[],[],1373655645245689856,1373655645245689856,groumdx,🎰,2,05,https://twitter.com/groumdx/status/1475706812619837441,[],[],0,,False,0,0,0,https://twitter.com/BuruhYogyakarta/status/1475645272587857924,klitih,,,,,,,[],,,,
6824,1475706755061411840,1475695252795052034,1640670882000.0,2021-12-28 05:54:42,+0000,,@jogjamnfs ya nek aku luwih wedi ketemu klitih timbang demit nder 😭 daerah rumahmu daerah rame ndak?,in,[],[],528015782,528015782,tidaksukaduren,RIS,2,05,https://twitter.com/tidaksukaduren/status/1475706755061411840,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'jogjamnfs', 'name': 'RULES DI PINNED', 'id': '2556967357'}]",,,,
6825,1475706754558164994,1475692347262263298,1640670882000.0,2021-12-28 05:54:42,+0000,,"@mardiasih gara2 klitih, aku jadi sering ngerasa bersalah kalo pesen gfood dini hari. apalagi kalo malming kan aku sering begadang, sering tiba2 laper. tapi ngga tega ke abang gfoodnya, daerah menuju rumahku tu rawan klitih😣 serem sih, ayo musnahkan klitih!!!",in,[],[],280873467,280873467,Bilsssssxyz,Bilbil,2,05,https://twitter.com/Bilsssssxyz/status/1475706754558164994,[],[],0,,False,33,3,0,,klitih,,,,,,,"[{'screen_name': 'mardiasih', 'name': 'Kalis Mardiasih', 'id': '164627338'}]",,,,
6826,1475706752112889856,1475706752112889856,1640670881000.0,2021-12-28 05:54:41,+0000,,Bajilak iki klitih Jogja rung tau jajal klitih nang Pantura Jawatimur po yo?,in,[],[],448071850,448071850,madhasoentoro,txtdarikumpeni,2,05,https://twitter.com/madhasoentoro/status/1475706752112889856,[],[],0,,False,0,0,0,https://twitter.com/merapi_uncover/status/1475464515743404033,klitih,,,,,,,[],,,,
6827,1475706706667601923,1475706706667601923,1640670870000.0,2021-12-28 05:54:30,+0000,,Klitih apaan ? #Yogyatidakaman,in,['yogyatidakaman'],[],1043712647894450176,1043712647894450176,Sarip_oyong,lengkeng,2,05,https://twitter.com/Sarip_oyong/status/1475706706667601923,[],[],0,,False,0,1,0,,klitih,,,,,,,[],,,,
6828,1475706670315573249,1475704314865750021,1640670862000.0,2021-12-28 05:54:22,+0000,,"@sbmptnfess imo, selama lu masih di sekitaran ugm, gak akan ada klitih. selama gw 3 bulan ngekost di jogja, alhamdulillah gak pernah ketemu klitih sih. mungkin sadar diri aja jam 12 malem keatas jangan lewat ringroad soalnya denger2 rada banyak disitu :)",in,[],[],1193175444868096002,1193175444868096002,pernahgaksih__,🌫️,2,05,https://twitter.com/pernahgaksih__/status/1475706670315573249,[],[],0,,False,350,10,5,,klitih,,,,,,,"[{'screen_name': 'sbmptnfess', 'name': 'ON!-SBMPTNFESS', 'id': '1205629250423779328'}]",,,,
6829,1475706621951053824,1475706621951053824,1640670850000.0,2021-12-28 05:54:10,+0000,,"Pengen mengulangi moment boncengan bareng cemewew muter ringroad jogja, sambi ngitung baliho kepak sayap tendangan subasah kerja untuk indonesia.  Tapi wedi klitih..",in,[],[],1043557154,1043557154,Tekopaido,tukang dolanan graph editor,2,05,https://twitter.com/Tekopaido/status/1475706621951053824,[],[],0,,False,1,2,0,,klitih,,,,,,,[],,,,
6830,1475706587553538049,1475706587553538049,1640670842000.0,2021-12-28 05:54:02,+0000,,Mung arep nangis muteri ringroad ben ati lego wae wedi diclurit. Isu klitih adalah isu masyarakat jomblo! #SriSultanYogyaDaruratKlithih #YogyaTidakAman,in,"['srisultanyogyadaruratklithih', 'yogyatidakaman']",[],1139141181688782848,1139141181688782848,flawsomegrl,Jupek,2,05,https://twitter.com/flawsomegrl/status/1475706587553538049,[],[],0,,False,1,0,0,,klitih,,,,,,,[],,,,
6831,1475706570520469509,1475706570520469509,1640670838000.0,2021-12-28 05:53:58,+0000,,"Dulu sempet dapet kabar temen gw masuk rs gara² ini klitih bodat, padahal lagi ngurus skripsi malah nambah beban aja. Kalau gabut mending jadi ojol dpt duit, timbang lu soksokan jadi preman. #YogyaTidakAman",in,['yogyatidakaman'],[],425606090,425606090,Aika_yasashii,A I K A Y A,2,05,https://twitter.com/Aika_yasashii/status/1475706570520469509,[],[],0,,False,4,1,0,,klitih,,,,,,,[],,,,
6832,1475706551742701574,1475706551742701574,1640670833000.0,2021-12-28 05:53:53,+0000,,hanya Allah yg menghargai bagaimanapun kita....  #Ruby .not her.klitih. Paspampres.  #YogyaTidakAman  https://t.co/5KNgkNNJ5P,in,"['ruby', 'yogyatidakaman']",[],1334103027758682112,1334103027758682112,Belle_Fre,Freya 🇮🇩🇮🇩,2,05,https://twitter.com/Belle_Fre/status/1475706551742701574,[],['https://pbs.twimg.com/media/FHrDFXLXwAMwTmy.jpg'],1,https://pbs.twimg.com/media/FHrDFXLXwAMwTmy.jpg,False,11,0,5,,klitih,,,,,,,[],,,,
6833,1475706522302746624,1475706522302746624,1640670826000.0,2021-12-28 05:53:46,+0000,,Apa itu klitih? Mungkin sejenis geng motor #YogyaTidakAman,in,['yogyatidakaman'],[],52004843,52004843,artamana,Bagus Artamana,2,05,https://twitter.com/artamana/status/1475706522302746624,[],[],0,,False,0,0,0,,klitih,,,,,,,[],,,,
6834,1475706450148159490,1475695252795052034,1640670809000.0,2021-12-28 05:53:29,+0000,,"@dimasseptian812 @jogjamnfs Dulu aku pernah di ringroad barat disalip, untuk bukan aku yg dibacok, gimana aku tau itu klitih? Ga sengaja liat senjatanya di dudukin gitu gergaji bergigi banyak. Tp kalau klitih emang random nyabetnya di leher bisa, tangan, paha, sesuka mereka",in,[],[],1468737186635739138,1468737186635739138,ursugarhoney_,🐥,2,05,https://twitter.com/ursugarhoney_/status/1475706450148159490,[],[],0,,False,1,2,0,,klitih,,,,,,,"[{'screen_name': 'dimasseptian812', 'name': 'Dimas Septian', 'id': '1272527158468997120'}, {'screen_name': 'jogjamnfs', 'name': 'ON: JOG', 'id': '2556967357'}]",,,,
6835,1475706448545869827,1475706448545869827,1640670809000.0,2021-12-28 05:53:29,+0000,,Yaampun baru ini trendingnya jogja klitih ))) bersyukur g knp-knp,in,[],[],1207507270243717121,1207507270243717121,slaluwadins,(❁ᴗ͈ˬᴗ͈) ༉‧,2,05,https://twitter.com/slaluwadins/status/1475706448545869827,[],[],0,,False,0,1,0,,klitih,,,,,,,[],,,,
6836,1475706431533772801,1475706045385248768,1640670805000.0,2021-12-28 05:53:25,+0000,,"Raono enteke bahas klitih ditangani yo ora, ranemu solusine omong ning duwur",in,[],[],1068761000118087680,1068761000118087680,siBangsaddd,sadnessfucksme,2,05,https://twitter.com/siBangsaddd/status/1475706431533772801,[],[],0,,False,1,2,0,,klitih,,,,,,,[],,,,
